№ п/п;"№ Відділення ТОВ ""ЕПС""";Область;Район в обл.;Індекс;Тип населеного пункту;Населений пункт;Район в місті;Тип вулиці;Адреса;Номер будинку;Дата признчення керівника;модель РРО;Заводський № РРО;2;koatu1;koatu2
402;1330140;Херсонська;;73005;м.;Херсон;Дніпровський;вулиця;Залаегерсег;18;;;;73005, Херсонська обл., місто Херсон, Дніпровський район, ВУЛИЦЯ ЗАЛАЕГЕРСЕГ, будинок 18;6510136300;UA65100150010123057
403;1330141;Вінницька;;22000;м.;Хмільник;;проспект;Свободи;1;;;;22000, Вінницька обл., місто Хмільник, ПРОСПЕКТ СВОБОДИ, будинок 1;0510900000;UA05120170000013778
404;1330142;;;04073;м.;Київ;Оболонський;проспект;Степана Бандери;9;;;;04073, м.Київ, Оболонський район, ПРОСПЕКТ СТЕПАНА БАНДЕРИ, будинок 9;8038000000;UA80000000000551439
405;1330143;;;3126;м.;Київ;Солом'янський;бульвар;Гавела Вацлава;54/26;;;;03126, м.Київ, Солом'янський район, БУЛЬВАР ГАВЕЛА ВАЦЛАВА, будинок 54/26;8038900000;UA80000000000980793
406;1330144;Одеська;;65123;м.;Одеса;Суворовський;вулиця;Семена Палія;93-А;;;;65123, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ СЕМЕНА ПАЛІЯ, будинок 93-А;5110137600;UA51100270010413116
407;1330145;Одеська;;65058;м.;Одеса;Приморський;вулиця;Довженка;4;;;;65058, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ДОВЖЕНКА, будинок 4;5110137500;UA51100270010320268
408;1330146;;;02072;м.;Київ;Дарницький;вулиця;Бориса Гмирі;5-А;;;;02072, м.Київ, Дарницький р-н., вул.Бориса Гмирі, 5-А;8036300000;UA80000000000210193
409;1330147;;;2140;м.;Київ;Дарницький;проспект;Миколи Бажана;30;;;;02140, м.Київ, Дарницький район, ПРОСПЕКТ МИКОЛИ БАЖАНА, будинок 30;8036300000;UA80000000000210193
410;1330148;;;2192;м.;Київ;Дніпровський;вулиця;Бойченка Олександра;7;;;;02192, м.Київ, Дніпровський район, ВУЛИЦЯ БОЙЧЕНКА ОЛЕКСАНДРА, будинок 7;8036600000;UA80000000000479391
411;1330149;Тернопільська;;46020;м.;Тернопіль;;вулиця;Текстильна;28-Ч;;;;46020, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ТЕКСТИЛЬНА, будинок 28-Ч;6110100000;UA61040490000035010
412;1330150;Херсонська;;73039;м.;Херсон;Суворовський;вулиця;49-ї Гвардійської Дивізії;45;;;;73039, Херсонська обл., місто Херсон, Суворовський район, ВУЛИЦЯ 49-Ї ГВАРДІЙСЬКОЇ ДИВІЗІЇ, будинок 45;6510136900;UA65100150010361097
413;1330151;Івано-Франківська;;76019;м.;Івано-Франківськ;;бульвар;Північний ім Пушкіна;2-А;;;;76019, Івано-Франківська обл., місто Івано-Франківськ, БУЛЬВАР ПІВНІЧНИЙ ІМ. ПУШКІНА, будинок 2-А;2610100000;UA26040190000081578
414;1330152;;;4212;м.;Київ;Оболонський;вулиця;Тимошенка;19;;;;04212, м.Київ, Оболонський район, ВУЛИЦЯ ТИМОШЕНКА, будинок 19;8038000000;UA80000000000551439
415;1330153;;;2218;м.;Київ;Дніпровський;бульвар;Перова;23-Б;;;;02218, м.Київ, Дніпровський район, БУЛЬВАР ПЕРОВА, будинок 23-Б;8036600000;UA80000000000479391
416;1330154;Київська;;9117;м.;Біла Церква;;вулиця;Сквирське Шосе;230;;;;09117, Київська обл., місто Біла Церква, ВУЛИЦЯ СКВИРСЬКЕ ШОСЕ, будинок 230;3210300000;UA32020010000093088
417;1330155;Київська;;7401;м.;Бровари;;вулиця;Шевченко;10-В;;;;07401, Київська обл., місто Бровари, ВУЛИЦЯ ШЕВЧЕНКО, будинок 10-В;3210600000;UA32060050000030591
418;1330156;;;2222;м.;Київ;Деснянський;вулиця;Оноре де Бальзака;42/20;;;;02222, м.Київ, Деснянський район, ВУЛИЦЯ ОНОРЕ ДЕ БАЛЬЗАКА, будинок 42/20;8036400000;UA80000000000336424
419;1330157;;;2100;м.;Київ;Дніпровський;бульвар;Верховної Ради;17;;;;02100, м.Київ, Дніпровський район, БУЛЬВАР ВЕРХОВНОЇ РАДИ, будинок 17;8036600000;UA80000000000479391
420;1330158;;; 02232;м.;Київ;Деснянський;вулиця;Миколи Закревського;87;;;;02232, м.Київ, Деснянський район, ВУЛИЦЯ МИКОЛИ ЗАКРЕВСЬКОГО, будинок 87;8036400000;UA80000000000336424
421;1330159;;;04210;м.;Київ;Оболонський;вулиця;Йорданська;20;;;;04210, м.Київ, Оболонський район, ВУЛИЦЯ ЙОРДАНСЬКА, будинок 20;8038000000;UA80000000000551439
422;1330160;Харківська;;61121;м.;Харків;Московський;проспект;Тракторобудівників;128-В;;;;61121, Харківська обл., місто Харків, Московський район, ПРОСПЕКТ ТРАКТОРОБУДІВНИКІВ, будинок 128-В;6310137500;UA63120270010315719
423;1330161;;; 02166;м.;Київ;Деснянський;вулиця;Академіка Курчатова;19-А;;;;02166, м.Київ, Деснянський район, ВУЛИЦЯ АКАДЕМІКА КУРЧАТОВА, будинок 19-А;8036400000;UA80000000000336424
424;1330162;;; 02166;м.;Київ;Деснянський;вулиця;Курчатова;5;;;;02166, м.Київ, Деснянський район, ВУЛИЦЯ КУРЧАТОВА, будинок 5;8036400000;UA80000000000336424
425;1330163;;;2092;м.;Київ;Дніпровський;вулиця;Марганецька;22;;;;02092, м.Київ, Дніпровський район, ВУЛИЦЯ МАРГАНЕЦЬКА, будинок 22;8036600000;UA80000000000479391
426;1330164;;; 02125;м.;Київ;Дніпровський;вулиця;Петра Запорожця;21;;;;02125, м.Київ, Дніпровський район, ВУЛИЦЯ ПЕТРА ЗАПОРОЖЦЯ, будинок 21;8036600000;UA80000000000479391
427;1330165;;; 04107;м.;Київ;Шевченківський;вулиця;Печенізька;1/7А;;;;04107, м.Київ, Шевченківський район, ВУЛИЦЯ ПЕЧЕНІЗЬКА, будинок 1/7А;8039100000;UA80000000001078669
428;1330166;Вінницька;;21018;м.;Вінниця;;площа;Гагаріна;2;;;;21018, Вінницька обл., місто Вінниця, ПЛОЩА ГАГАРІНА, будинок 2;0510100000;UA05020030000031457
429;1330167;;;04208;м.;Київ;Подільський;проспект;Правди;47;;;;04208, м.Київ, Подільський район, ПРОСПЕКТ ПРАВДИ , будинок 47;8038500000;UA80000000000719633
430;1330168;;;04208;м.;Київ;Подільський;проспект;Правди;66;;;;04208, м.Київ, Подільський район, ПРОСПЕКТ ПРАВДИ, будинок 66;8038500000;UA80000000000719633
431;1330169;Київська;Броварський;8623;смт.;Калинівка;;вулиця;Чернігівська;12;;;;08623, Київська обл., Броварський район, селище міського типу Калинівка, ВУЛИЦЯ ЧЕРНІГІВСЬКА, будинок 12;3221255600;UA32060130000095223
432;1330170;Київська;Білоцерківський;9161;м.;Узин;;вулиця;Івана богуна;21-А;;;;09161, Київська обл., Білоцерківський район, місто Узин, ВУЛИЦЯ ІВАНА БОГУНА, будинок 21-А;3220410500;UA32020230000012716
433;1330171;Київська;;7540;м.;Березань;;вулиця;Шевченків Шлях;140-А;;;;07540, Київська обл., місто Березань, ВУЛИЦЯ ШЕВЧЕНКІВ ШЛЯХ, будинок 140-А;3210400000;UA32060030000048241
434;1330172;Київська;Васильківський;8662;смт.;Гребінки;;вулиця;Київська;99;;;;08662, Київська обл., Васильківський район, селище міського типу Гребінки, ВУЛИЦЯ КИЇВСЬКА, будинок 99;3221455500;UA32020050000062595
435;1330173;Черкаська;;18006;м.;Черкаси;Придніпровський;вулиця;Гоголя;582;;;;18006, Черкаська обл., місто Черкаси, Придніпровський район, ВУЛИЦЯ ГОГОЛЯ, будинок 582;7110136400;UA71080490010144486
436;1330174;Вінницька;;24320;м.;Ладижин;;вулиця;Будівельників;15;;;;24320, Вінницька обл., місто Ладижин, ВУЛИЦЯ БУДІВЕЛЬНИКІВ, будинок 15;0510600000;UA05040130000025322
437;1330175;Полтавська;;37600;м.;Миргород;;вулиця;Гоголя;98/6;;;;37600, Полтавська обл., місто Миргород, ВУЛИЦЯ ГОГОЛЯ, будинок 98/6;5310900000;UA53060230000098362
438;1330176;Київська;Бориспільський;8324;с.;Гора;;вулиця;Калинова;2;;;;08324, Київська обл., Бориспільський район, село Гора, ВУЛИЦЯ КАЛИНОВА, будинок 2;3220883201;UA32040050010053182
439;1330177;Одеська;;65069;м.;Одеса;Суворовський;вулиця;Героїв Оборони Одеси;98-Б;;;;65069, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ГЕРОЇВ ОБОРОНИ ОДЕСИ, будинок 98-Б;5110137600;UA51100270010413116
