department;region;district_region;district_city;city_type;city;street;street_type;hous;post_index;partner;status;register;edrpou;address;partner name;id_terminal;koatu;tax_id;koatu2
1330447;Одеська;;Суворовський;м.;Одеса;ОДАРІЯ;вулиця;1;65003;justin;0;294/04/05 від 05.04.2019;42961245;65003, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ОДАРІЯ, будинок 1;571;7409704571;5110137600;15801844;
1330448;Дніпропетровська;;Саксаганський;м.;Кривий Ріг;200-РІЧЧЯ КРИВОГО РОГУ;проспект;12-А;50042;justin;26.03.2021;294/04/05 від 05.04.2019;42961250;50042, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ПРОСПЕКТ 200-РІЧЧЯ КРИВОГО РОГУ , будинок 12-А;52;7510305052;1211037000;15801845;
1330449;Кіровоградська;;Фортечний;м.;Кропивницький;ДЖЕРЕЛЬНА;вулиця;88;25014;justin;;294/04/05 від 05.04.2019;42961266;25014, Кіровоградська обл., місто Кропивницький, Фортечний район, ВУЛИЦЯ ДЖЕРЕЛЬНА , будинок 88;480;7219700480;3510136300;15801846;
1330450;Хмельницька;;;м.;Хмельницький;ПІЛОТСЬКА;вулиця;77/3-Д;29018;justin;;294/04/05 від 05.04.2019;42961271;29018, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПІЛОТСЬКА, будинок 77/3-Д;481;7309200481;6810100000;15801847;
1330451;;;Шевченківський;м.;Київ;ЩЕРБАКІВСЬКОГО ДАНИЛА;вулиця;46, приміщення 41;04111;justin;;294/04/05 від 05.04.2019;42961287;04111, м.Київ, Шевченківський р-н., ВУЛИЦЯ ЩЕРБАКІВСЬКОГО ДАНИЛА, 46, приміщення 41;759;7100110759;8039100000;15801848;
1330452;Київська;;Подільський;м.;Буча;ОЛЕКСИ ТИХОГО;провулок;3/49;08292;justin;0;294/04/05 від 05.04.2019;42961292;08292, Київська обл., м.Буча, провулок Олекси Тихого, 3/49;483;7216201483;3210800000;15801849;
1330453;;;Шевченківський;м.;Київ;АВІАКОНСТРУКТОРА ІГОРЯ СІКОРСЬКОГО;вулиця;1-А;4112;justin;;294/04/05 від 05.04.2019;42961308;04112, м.Київ, Шевченківський р-н., ВУЛИЦЯ АВІАКОНСТРУКТОРА ІГОРЯ СІКОРСЬКОГО, 1-А;484;7100110484;8039100000;15801850;
1330454;;;Оболонський;м.;Київ;СТЕПАНА БАНДЕРИ;проспект;15-А;4073;justin;0;294/04/05 від 05.04.2019;42961313;04073, м.Київ, Оболонський р-н., ПРОСПЕКТ СТЕПАНА БАНДЕРИ, 15-А;485;7100105485;8038000000;15801851;
1330455;;;Дарницький;м.;Київ;шосе Харківське;;150/15, приміщення 5;01133;justin;0;294/04/05 від 05.04.2019;42961329;02175, м.Київ, Дарницький р-н.,  шосе Харківське, 150/15, приміщення 5;486;7100102793;8036300000;15801852;
1330456;;;Солом`янський;м.;Київ;УШИНСЬКОГО;вулиця;3;3087;justin;;294/04/05 від 05.04.2019;42961334;03087, м.Київ, Солом`янський р-н., ВУЛИЦЯ УШИНСЬКОГО, 3;487;7100109487;8038900000;15801853;
1330457;;;Дніпровський;м.;Київ;Перова;бульвар;19-Г;02218;justin;0;294/04/05 від 05.04.2019;42961342;02218, м.Київ, Дніпровський р-н., бульвар Перова, 19-Г;488;7100104785;8036600000;15801854;
1330458;Вінницька;;;м.;Жмеринка;ПУШКІНА;вулиця;9;23100;justin;;294/04/05 від 05.04.2019;42961360;23100, Вінницька обл., м.Жмеринка, ВУЛИЦЯ ПУШКІНА, 9;489;7218000489;0510300000;15801855;
1330459;Житомирська;;;м.;Коростень;ГЕРОЇВ ЧЕРНОБИЛЯ;вулиця;11;11501;justin;;294/04/05 від 05.04.2019;42961376;11501, Житомирська обл., м.Коростень, ВУЛИЦЯ ГЕРОЇВ ЧЕРНОБИЛЯ, 11;490;7200900490;1810700000;15801856;
1330460;Житомирська;;;м.;Малин;ГАГАРІНА;вулиця;4;11602;justin;;294/04/05 від 05.04.2019;42961381;11602, Житомирська обл., м.Малин, ВУЛИЦЯ ГАГАРІНА, 4;491;7212300491;1810900000;15801857;
1330461;Житомирська;Коростишівський;;м.;Коростишів;Героїв Небесної Сотні;вулиця;56;12501;justin;;294/04/05 від 05.04.2019;42961397;12501, Житомирська обл., Коростишівський р-н.,  м.Коростишів, вул.Героїв Небесної Сотні, 56;745;;1822510100;15801858;
1330462;Хмельницька;;;м.;Хмельницький;Геологів;вулиця;2;29016;justin;;294/04/05 від 05.04.2019;42961402;29016, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕОЛОГІВ, будинок 2;700;7309200700;6810100000;15801859;
1330463;Одеська;Овідіопольський;;смт.;Авангард;Базова;вулиця;11;67806;justin;16.03.2021;299/04/05 від 10.04.2019;42961135;67806, Одеська обл, Овідіопольський р-н, смт.Авангард, вул.Базова, 11;494;7213100494;5123755200;15801860;
1330464;Львівська;Дрогобицький;;м.;Трускавець;Стебницька;вулиця;58, приміщення 16;82200;justin;;299/04/05 від 10.04.2019;42961418;82200, Львівська обл., Дрогобицький р-н., м.Трускавець,  вул.Стебницька 58, приміщення 16;495;7320300618;4611500000;15801861;
1330465;Одеська;;Суворовський;м.;Одеса;Добровольського;проспект;151/1;79026;justin;16.03.2021;299/04/05 від 10.04.2019;42961423;65111, Одеська обл., м.Одеса, Суворовський р-н.,  проспект Добровольського , 151/1;496;7409704799;5110137600;15801862;
1330466;Львівська;;;м.;Стрий;Січових Стрільців;вулиця;2-А;82408;justin;28.02.2021;299/04/05 від 10.04.2019;42961439;82408, Львівська обл., м.Стрий, вул. Січових Стрільців, 2-А;497;7308800788;4611200000;15801863;
1330467;Львівська;;Франківський;м.;Львів;Володимира Великого;вулиця;59-А;79053;justin;0;299/04/05 від 10.04.2019;42961444;79053, Львівська обл., м. Львів, Франківський р-н., ВУЛИЦЯ Володимира Великого, 59-А;498;7320600498;4610136900;15801864;
1330468;Івано-Франківська;;;м.;Івано-Франківськ;Івана Левинського;вулиця;3-А;76014;justin;0;299/04/05 від 10.04.2019;42961456;76014, Івано-Франківська обл., м. Івано-Франківськ, ВУЛИЦЯ Івана Левинського, 3-А;499;7320300499;2610100000;15801865;
1330469;Чернігівська;;Деснянський;м.;Чернігів;Перемоги;проспект;93;14000;justin;28.02.2021;299/04/05 від 10.04.2019;42961465;14000, Чернігівська обл., м.Чернігів, Деснянський р-н.,  проспект Перемоги, 93;500;7308503500;7410136300;15801866;
1330470;Хмельницька;;;м.;Хмельницький;СВОБОДИ;вулиця;73;29001;justin;;299/04/05 від 10.04.2019;42961470;29001, Хмельницька обл., м.Хмельницький, ВУЛИЦЯ СВОБОДИ, 73;501;7309200501;6810100000;15801867;
1330471;;;Солом`янський;м.;Київ;ІВАНА ПУЛЮЯ;вулиця;5-А;3048;justin;;299/04/05 від 10.04.2019;42961486;03048, м.Київ, Солом`янський р-н., ВУЛИЦЯ ІВАНА ПУЛЮЯ, 5-А;502;7100109502;8038900000;15801868;
1330472;Київська;Баришівський;;смт.;Баришівка;КИЇВСЬКИЙ ШЛЯХ;вулиця;23;7500;justin;;299/04/05 від 10.04.2019;42961491;07500, Київська обл., Баришівський р-н.,  смт.Баришівка, ВУЛИЦЯ КИЇВСЬКИЙ ШЛЯХ, 23;503;7203000503;3220255100;15801869;
1330473;Черкаська;;Придніпровський;м.;Черкаси;ШЕВЧЕНКА;БУЛЬВАР;399/2;18006;justin;0;299/04/05 від 10.04.2019;42961507;18006, Черкаська обл., м.Черкаси, Придніпровський р-н.,  БУЛЬВАР ШЕВЧЕНКА, 399/2;504;7201101504;7110136400;15801870;
1330474;Івано-Франківська;;;м.;Івано-Франківськ;Бельведерська, 2/Галицька, 1;вулиця;;76018;justin;0;299/04/05 від 10.04.2019;42961512;76018, Івано-Франківська обл., м.Івано-Франківськ,  вул.Бельведерська, 2/Галицька, 1;505;7515300505;2610100000;15801871;
1330475;Запорізька;;;м.;Мелітополь;ІНТЕРКУЛЬТУРНА;вулиця;36;72312;justin;0;299/04/05 від 10.04.2019;42961528;72312, Запорізька обл., м.Мелітополь, ВУЛИЦЯ ІНТЕРКУЛЬТУРНА, 36;506;7511000506;2310700000;15801872;
1330476;Луганська;;;м.;Лисичанськ;ПЕРЕМОГИ;проспект;80;93120;justin;0;299/04/05 від 10.04.2019;42961533;93120, Луганська обл., м.Лисичанськ, ПРОСПЕКТ ПЕРЕМОГИ, 80;507;7511600507;4411800000;15801873;
1330477;Сумська;;;м.;Конотоп;Клубна;вулиця;10;41602;justin;;299/04/05 від 10.04.2019;42961549;41602, Сумська обл., м.Конотоп, вул.Клубна, 10;754;7621400754;5910400000;15801874;
1330478;Львівська;;Личаківський;м.;Львів;ПЕКАРСЬКА;вулиця;31;79008;justin;;310/04/05 від 19.04.2019;43009310;79008, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ПЕКАРСЬКА, будинок 31;509;7308503509;4610137200;15801875;
1330479;Одеська;;;м.;Южне;ХІМКІВ;вулиця;29;65481;justin;;310/04/05 від 19.04.2019;43009326;65481, Одеська обл., місто Южне, ВУЛИЦЯ ХІМКІВ, будинок 29;510;7420900510;5111700000;15801876;
1330480;Закарпатська;;;м.;Мукачево;ЛАВКІВСЬКА;вулиця;1-Е;89607;justin;;310/04/05 від 19.04.2019;43009331;89607, Закарпатська обл., місто Мукачево, ВУЛИЦЯ ЛАВКІВСЬКА, будинок 1-Е;702;7316300702;2110400000;15801877;
1330481;Дніпропетровська;;Шевченківський;м.;Дніпро;Паршина;вулиця;16В/1;49040;justin;16.03.2021;310/04/05 від 19.04.2019;43009347;49040, Дніпропетровська обл., м.Дніпро, Шевченківський р-н., вул.Паршина 16В/1;512;7510405621;1210136600;15801878;
1330482;Чернігівська;;;м.;Прилуки;Київська;вулиця;138;17500;justin;16.03.2021;310/04/05 від 19.04.2019;43009352;17500, Чернігівська обл., місто Прилуки, ВУЛИЦЯ КИЇВСЬКА, будинок 138;513;7613800513;7410700000;15801879;
1330483;;;Святошинський;м.;Київ;АКАДЕМІКА ПАЛЛАДІНА;проспект;16;03142;justin;;310/04/05 від 19.04.2019;43009368;03142, м.Київ, Святошинський район, ПРОСПЕКТ АКАДЕМІКА ПАЛЛАДІНА, будинок 16;514;7100103514;8038600000;15801880;
1330484;Львівська;;Залізничний;м.;Львів;Стародубська;вулиця;4;79018;justin;;310/04/05 від 19.04.2019;43009373;79018, Львівська обл., м.Львів, Залізничний р-н., вул.Стародубська, 4;515;7308503515;4610136300;15801881;
1330485;;;Деснянський;м.;Київ;Мілютенка;вулиця;12-А;02183;justin;;310/04/05 від 19.04.2019;43009389;02183, м.Київ, Деснянський район, ВУЛИЦЯ МІЛЮТЕНКА, будинок 12-А;263;7100103263;8036400000;15801882;
1330486;Дніпропетровська;;;м.;Нікополь;Івана богуна;вулиця;2;53213;justin;;310/04/05 від 19.04.2019;43009394;53213, Дніпропетровська обл., місто Нікополь, ВУЛИЦЯ ІВАНА БОГУНА, будинок 2;517;7514200517;1211600000;15801883;
1330487;Херсонська;;Суворовський;м.;Херсон;Залізнична;вулиця;3;73000;justin;;323/05/05 від 10.05.2019;43009406;73000, Херсонська обл., місто Херсон, Суворовський район, ВУЛИЦЯ ЗАЛІЗНИЧНА, будинок 3;516;7410203516;6510136900;15801884;
1330488;Волинська;;;м.;Луцьк;ПРИВОКЗАЛЬНА;вулиця;10;43005;justin;;323/05/05 від 10.05.2019;43009415;43005, Волинська обл., місто Луцьк, ВУЛИЦЯ ПРИВОКЗАЛЬНА , будинок 10;518;7320200518;0710100000;15801885;
1330489;Івано-Франківська;;;м.;Коломия;Січових Стрільців;вулиця;34-А;78203;justin;;323/05/05 від 10.05.2019;43009420;78203, Івано-Франківська обл., місто Коломия, ВУЛИЦЯ СІЧОВИХ СТРІЛЬЦІВ, будинок 34-А;519;7315400519;2610600000;15801886;
1330490;Миколаївська;;Інгульський;м.;Миколаїв;Космонавтів;вулиця;81/24;54028;justin;;323/05/05 від 10.05.2019;43009436;54028, Миколаївська обл., місто Миколаїв, Інгульський район, ВУЛИЦЯ КОСМОНАВТІВ, будинок 81/24;520;7410003520;4810136900;15801887;
1330491;Одеська;;Приморський;м.;Одеса;ФОНТАНСЬКА ДОРОГА;вулиця;4-А;65121;justin;;323/05/05 від 10.05.2019;43009441;65039, Одеська обл., м.Одеса, Приморський р-н.,  вул. Фонтанська дорога, 4-А;521;7409703786;5110137500;15801888;
1330492;Львівська;;Франківський;м.;Львів;ГОРОДОЦЬКА;вулиця;139/2С;79018;justin;26.02.2021;323/05/05 від 10.05.2019;43009457;79018, Львівська обл., м.Львів, Франківський р-н., вул.Городоцька, 139/2С;522;7100105522;4610136900;15801889;
1330493;Сумська;;;м.;Охтирка;НЕЗАЛЕЖНОСТІ;вулиця;19;42703;justin;;323/05/05 від 10.05.2019;43009462;42703, Сумська обл., місто Охтирка, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ , будинок 19;523;7614900523;5910200000;15801890;
1330494;Львівська;;;м.;Борислав;ДРОГОБИЦЬКА;вулиця;7;82300;justin;;323/05/05 від 10.05.2019;43009478;82300, Львівська обл., місто Борислав, ВУЛИЦЯ ДРОГОБИЦЬКА, будинок 7;524;7321000524;4610300000;15801891;
1330495;Чернівецька;;;м.;Стрий;Тараса шевченка;вулиця;113;82402;justin;;323/05/05 від 10.05.2019;43009483;82402, Львівська обл., м.Стрий вул.Тараса Шевченка, 113;762;7308800762;4611200000;15801892;
1330496;Сумська;;Зарічний;м.;Суми;ГЕРОЇВ КРУТ;вулиця;60;40005;justin;22.02.2021;323/05/05 від 10.05.2019;43009499;40005, Сумська обл., м.Суми, Зарічний р-н., вул.Героїв Крут, 60;526;7100104526;5910136300;15801893;
1330497;Київська;Києво-Святошинський;;с.;Стоянка;Київська;вулиця;10;08169;justin;;323/05/05 від 10.05.2019;43009504;08169, Київська обл., Києво-Святошинський район, село Стоянка, ВУЛИЦЯ КИЇВСЬКА, будинок 10;527;7221100527;3222482004;15801894;
1330498;Львівська;;Сихівський;м.;Львів;ЧЕРВОНОЇ КАЛИНИ;проспект;36;79070;justin;;346/05/05 від 31.05.2019;43040366;79070, Львівська обл., місто Львів, Сихівський район, ПРОСПЕКТ ЧЕРВОНОЇ КАЛИНИ, будинок 36;529;7308504529;4610136800;15801919;
1330499;;;Шевченківський;м.;Київ;Перемоги;проспект;24;04116;justin;0;346/05/05 від 31.05.2019;43040371;04116, м.Київ, Шевченківський район, ПРОСПЕКТ ПЕРЕМОГИ, будинок 24;530;7100110530;8039100000;15801920;
1330500;Полтавська;;Автозаводський;м.;Кременчук;Тупик 1-й Піщаний;вулиця;1;39626;justin;;346/05/05 від 31.05.2019;43040387;39626, Полтавська обл., м.Кременчук, Автозаводський р-н., вул.Тупик 1-й Піщаний, 1;758;7201601758;5310436100;15801921;
1330501;Волинська;;;м.;Ковель;Тараса Шевченка;вулиця;1-А;45008;justin;;346/05/05 від 31.05.2019;43040392;45008, Волинська обл., м.Ковель, вул.Тараса Шевченка,  1-А;532;7316500609;0710400000;15801922;
1330502;;;Дарницький;м.;Київ;Харківське;шосе;19;02090;justin;0;346/05/05 від 31.05.2019;43063556;02090, м.Київ, Дарницький р-н.,  шосе Харківське, 19;533;7100101558;8036300000;15801923;
1330503;;;Дарницький;м.;Київ;Кирила Осьмака;вулиця;1-Б;02088;justin;;401/07/05 від 09.07.2019;43118437;02088, м.Київ, Дарницький район, ВУЛИЦЯ КИРИЛА ОСЬМАКА, будинок 1-Б;534;7100102534;8036300000;15801924;
1330504;Київська;;;м.;Біла Церква;Ярослава Мудрого;вулиця;10, приміщення 46;09117;justin;;401/07/05 від 09.07.2019;43118442;09117, Київська обл., місто Біла Церква, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 10, приміщення 46;742;7201700742;3210300000;15801925;
1330505;Одеська;;Київський;м.;Одеса;Ільфа і Петрова;вулиця;51;65121;justin;;401/07/05 від 09.07.2019;43118458;65122, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ ІЛЬФА І ПЕТРОВА, будинок 51;536;7409701536;5110136900;15801926;
1330506;Одеська;;Суворовський;м.;Одеса;Семена Палія;вулиця;125;65123;justin;;401/07/05 від 09.07.2019;43118463;65086, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ СЕМЕНА ПАЛІЯ, будинок 125;537;7409703537;5110137600;15801927;
1330507;Київська;;;м.;Вишневе;Молодіжна;вулиця;32;08132;justin;;401/07/05 від 09.07.2019;43118479;08133, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ МОЛОДІЖНА, будинок 32;538;7204200538;3222410600;15801928;
1330508;Київська;;;с.;Крюківщина;Одеська;вулиця;70;08136;justin;;401/07/05 від 09.07.2019;43118484;08136, Київська обл., Києво-Святошинський район, село Крюківщина, ВУЛИЦЯ ОДЕСЬКА, будинок 70;539;7205100539;3222484001;15801929;
1330509;Дніпропетровська;;Центральноміський;м.;Кривий Ріг;Свято-Миколаївська;вулиця;36;50019;justin;;401/07/05 від 09.07.2019;43118494;50000, Дніпропетровська обл., місто Кривий Ріг, Центрально-Міський район, ВУЛИЦЯ СВЯТО-МИКОЛАЇВСЬКА, будинок 36;540;7510307540;1211037500;15801930;
1330510;Житомирська;;;м.;Бердичів;Миру;вулиця;4;13312;justin;0;401/07/05 від 09.07.2019;43118505;13312, Житомирська обл., м.Бердичів, вул.Миру, 4;541;7200700747;1810400000;15801931;
1330511;Одеська;;;с.;Крижанівка;Бочарова;вулиця;50;65025;justin;;401/07/05 від 09.07.2019;43118510;65025, Одеська обл., Лиманський район, село Крижанівка, ВУЛИЦЯ БОЧАРОВА, будинок 50;542;7421100542;5122783201;15801932;
1330512;Одеська;;Малиновський;м.;Одеса;Грушевського;вулиця;41;65031;justin;0;401/07/05 від 09.07.2019;43118526;65031, Одеська обл., м.Одеса, Малиновський р-н., вул.Грушевського, 41;543;7409704543;5110137300;15801933;
1330513;;;Дніпровський;м.;Київ;Воскресенська;вулиця;14-Е;2125;justin;;401/07/05 від 09.07.2019;43118531;02130, м.Київ, Дніпровський район, ВУЛИЦЯ ВОСКРЕСЕНСЬКА, будинок 14-Е;544;7100104544;8036600000;15801934;
1330514;Київська;;;м.;Бровари;Київська;вулиця;316;07400;justin;0;489/08/05 від 09.08.2019;43171972;07400, Київська обл., місто Бровари, ВУЛИЦЯ КИЇВСЬКА, будинок 316;548;7203300548;3210600000;15801959;
1330515;;;Подільський;м.;Київ;Вишгородська;вулиця;21;04074;justin;;489/08/05 від 09.08.2019;43171988;04074, м.Київ, Подільський район, ВУЛИЦЯ ВИШГОРОДСЬКА, будинок 21;549;7216201549;8038500000;15801960;
1330516;Житомирська;;Корольовський;м.;Житомир;Київська;вулиця;106;10001;justin;;489/08/05 від 09.08.2019;43171993;10001, Житомирська обл., місто Житомир, Корольовський район, ВУЛИЦЯ КИЇВСЬКА, будинок 106;728;7200602728;1810136600;15801961;
1330517;;;Святошинський;м.;Київ;Клавдіївська;вулиця;40-Г, приміщення 207;03164;justin;;489/08/05 від 09.08.2019;43172007;03164, м.Київ, Святошинський р-н., вул.Клавдіївська, 40-Г, приміщення 207;561;7100108742;8038600000;15801962;
1330518;;;Дарницький;м.;Київ;ГРИШКА;вулиця;4;02230;justin;0;489/08/05 від 09.08.2019;43172012;02230, м.Київ, Дарницький район, ВУЛИЦЯ ГРИШКА, будинок 3-А;562;7100102562;8036300000;15801963;
1330519;;;Дніпровський;м.;Київ;Малишка Андрія;вулиця;3;02192;justin;0;489/08/05 від 09.08.2019;43172028;02192, м.Київ, Дніпровський район, ВУЛИЦЯ Малишка Андрія, будинок 3;565;7100102565;8036600000;15801964;
1330520;;;Шевченківський;м.;Київ;Червонозаводська;вулиця;7;03062;justin;0;489/08/05 від 09.08.2019;43172033;03062, м.Київ, Шевченківський район, ВУЛИЦЯ ЧЕРВОНОЗАВОДСЬКА, будинок 7;564;7100110564;8039100000;15801965;
1330521;;;Святошинський;м.;Київ;ГНАТА ЮРИ;вулиця;20;46022;justin;;489/08/05 від 09.08.2019;43172049;03148, м.Київ, Святошинський район, ВУЛИЦЯ ГНАТА ЮРИ, будинок 20;535;7100108535;8038600000;15801966;
1330522;Дніпропетровська;;Шевченківський;м.;Дніпро;ДМИТРА ЯВОРНИЦЬКОГО;проспект;52;49000;justin;;616/09/05 від 16.09.2019;43239478;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 52;551;7100105551;1210136600;15801969;
1330523;;;Голосіївський;м.;Київ;Казимира Малевича;вулиця;107;03150;justin;;616/09/05 від 16.09.2019;43239485;03150, м.Київ, Голосіївський район, ВУЛИЦЯ КАЗИМИРА МАЛЕВИЧА , будинок 107;552;7100109552;8036100000;15801970;
1330524;;;Подільський;м.;Київ;Ярославська;вулиця;56-А;04073;justin;;616/09/05 від 16.09.2019;43239490;04073, м.Київ, Подільський  район, вул.Ярославська ,  56-А;553;7100102553;8038500000;15801971;
1330525;Львівська;;Шевченківський;м.;Львів;Чорновола;проспект;16-і;79019;justin;;616/09/05 від 16.09.2019;43239506;79019, Львівська обл., місто Львів, Шевченківський район, ПРОСПЕКТ В`ЯЧЕСЛАВА ЧОРНОВОЛА, будинок 16-і;554;7100102554;4610137500;15801972;
1330526;Харківська;;Індустріальний;м.;Харків;Сергія Грицевця;бульвар;2-А;61024;justin;;616/09/05 від 16.09.2019;43239511;61143, Харківська обл., місто Харків, Індустріальний район, БУЛЬВАР СЕРГІЯ ГРИЦЕВЦЯ , будинок 2-А;555;7100110555;6310138200;15801973;
1330527;;;Шевченківський;м.;Київ;Майдан Незалежності;;ПТП №1, СЕКТОР А;01001;justin;;616/09/05 від 16.09.2019;43239527;01001, м.Київ, Шевченківський район, МАЙДАН НЕЗАЛЕЖНОСТІ, ПТП №1, СЕКТОР А;556;7100110556;8039100000;15801974;
1330528;;;Шевченківський;м.;Київ;ЩЕРБАКІВСЬКОГО ДАНИЛА;вулиця;46, приміщення 41;04111;justin;;616/09/05 від 16.09.2019;43239532;04111, м.Київ, Шевченківський р-н., ВУЛИЦЯ ЩЕРБАКІВСЬКОГО ДАНИЛА, 46, приміщення 41;557;7100103557;8039100000;15801975;
1330529;;;Печерський;м.;Київ;Велика Васильківська;вулиця;143/2;03150;justin;;616/09/05 від 16.09.2019;43239548;03150, м.Київ, Печерський район, ВУЛИЦЯ ВЕЛИКА ВАСИЛЬКІВСЬКА, будинок 143/2;558;7100106558;8038200000;15801976;
1330530;Одеська;;Приморський;м.;Одеса;Польська;вулиця;14;65026;justin;;616/09/05 від 16.09.2019;43239553;65026, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ПОЛЬСЬКА, будинок 14;559;7409703559;5110137500;15801977;
1330531;Одеська;;Приморський;м.;Одеса;Канатна;вулиця;101;65012;justin;;616/09/05 від 16.09.2019;43239569;65039, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ КАНАТНА , будинок 101;560;7409703560;5110137500;15801978;
1330532;Кіровоградська;;;м.;Олександрія;Софіївська;вулиця;34;28008;justin;;715/10/05 від 30.10.2019;43325596;28008, Кіровоградська обл., місто Олександрія, ВУЛИЦЯ СОФІЇВСЬКА, будинок 34;807;7212900805;3510300000;15801981;
1330533;Одеська;;Подільський;м.;Ізмаїл;ТУЛЬЧИАНІВСЬКА;вулиця;154;68606;justin;;751/11/05 від 26.11.2019;43373774;68606, Одеська обл., місто Ізмаїл, ВУЛИЦЯ ТУЛЬЧИАНІВСЬКА, будинок 154;805;7414400805;5110600000;15801982;
1330534;Львівська;;;м.;Дрогобич;Лесі Українки;вулиця;14;82100;justin;;751/11/05 від 26.11.2019;43373783;82100, Львівська обл., місто Дрогобич, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 14;811;7308700811;4610600000;15801983;
1330535;Дніпропетровська;;;м.;Павлоград;Центральна;вулиця;21/1;51400;justin;;751/11/05 від 26.11.2019;43373795;51400, Дніпропетровська обл., м.Павлоград, вул.Центральна, 21/1;809;7510500809;1212400000;15801984;
1330536;;;Печерський;м.;Київ;Дружби народів;бульвар;16-А;02088;justin;;751/11/05 від 26.11.2019;43373800;02088, м.Київ, Печерський район, БУЛЬВАР ДРУЖБИ НАРОДІВ, будинок 16-А;575;7100106575;8038200000;15801985;
1330537;;;Голосіївський;м.;Київ;Васильківська;вулиця;8;03040;justin;;751/11/05 від 26.11.2019;43373816;03040, м.Київ, Голосіївський район, ВУЛИЦЯ ВАСИЛЬКІВСЬКА, будинок 8;576;7100101576;8036100000;15801986;
1330538;Львівська;;;м.;Стрий;ІВАНА БАГРЯНОГО;вулиця;4;82402;justin;;751/11/05 від 26.11.2019;43373821;82402, Львівська обл., місто Стрий, ВУЛИЦЯ ІВАНА БАГРЯНОГО, будинок 4;810;7308800810;4611200000;15801987;
1330539;Львівська;Сокальський;;м.;Сокаль;Січових Стрільців;площа;14/1;80001;justin;;751/11/05 від 26.11.2019;43373837;80001, Львівська обл., Сокальський район, місто Сокаль, ПЛОЩА СІЧОВИХ СТРІЛЬЦІВ, будинок 14/1;819;7100108578;4624810100;15801998;
1330540;;;Подільський;м.;Київ;Свободи;проспект;26-А;04215;justin;;751/11/05 від 26.11.2019;43373842;04215, м.Київ, Подільський район, ПРОСПЕКТ СВОБОДИ , будинок 26-А;704;7100105579;8038500000;15801989;
1330541;;;Деснянський;м.;Київ;Милославська;вулиця;10-А;02097;justin;;751/11/05 від 26.11.2019;43373858;02097, м.Київ, Деснянський район, ВУЛИЦЯ МИЛОСЛАВСЬКА, будинок 10-А;580;7100103580;8036400000;15801990;
1330542;Кіровоградська;Кропивницький;;м.;Долинська;Чкалова;вулиця;126;28500;justin;;751/11/05 від 26.11.2019;43373863;28500, Кіровоградська обл., Кропивницький р-н., м.Долинська, вул.Чкалова, 126;815;7213900815;3521910100;15801991;
1330543;Харківська;;Шевченківський;м.;Харків;Науки;проспект;41/43;61072;justin;;751/11/05 від 26.11.2019;43373879;61072, Харківська обл., місто Харків, Шевченківський район, ПРОСПЕКТ НАУКИ, будинок 41/43;582;7511209582;6310136300;15801992;
1330544;;;Подільський;м.;Київ;Свободи;проспект;26-А;04215;justin;26.02.2021;4/01/05 від 10.01.2020;43450020;04215, м.Київ, Подільський район, ПРОСПЕКТ СВОБОДИ, будинок 26-А;704;7100107704;8038500000;15801993;
1330545;;;Деснянський;м.;Київ;Біломорська;вулиця;1;02094;justin;0;4/01/05 від 10.01.2020;43450036;02094, м.Київ, Деснянський район, ВУЛИЦЯ Біломорська, будинок 1;705;7100103705;8036400000;15801994;
1330546;Київська;;;м.;Ірпінь;СЛОВ`ЯНСЬКА;вулиця;35;08205;justin;08.01.2021;4/01/05 від 10.01.2020;43450041;08205, Київська обл., місто Ірпінь, ВУЛИЦЯ СЛОВ`ЯНСЬКА, будинок 35;706;7204000707;3210900000;15801995;
1330547;Чернігівська;;;м.;Ніжин;ШЕВЧЕНКА;вулиця;11А;16600;justin;;4/01/05 від 10.01.2020;43450057;16600, Чернігівська обл., місто Ніжин, ВУЛИЦЯ ШЕВЧЕНКА, будинок 11-А;707;7614900707;7410400000;15801996;
1330548;Житомирська;;Богунський;м.;Житомир;МИХАЙЛА ГРУШЕВСЬКОГО;вулиця;91;11508;justin;;4/01/05 від 10.01.2020;43450062;11508, Житомирська обл., місто Житомир, Богунський район, ВУЛИЦЯ МИХАЙЛА ГРУШЕВСЬКОГО, будинок 91;708;7200602708;1810136300;15801997;
